"","x"
"2869","19__10254442__10254663"
"2870","19__10287968__10292753"
"2871","19__33493153__33493906"
"2872","19__33502585__33503630"
"2873","19__13919650__13920034"
"2874","19__14038706__14039001"
"2875","19__55853162__55854219"
"2876","19__47858296__47880463"
"2877","19__3425104__3449137"
"2878","19__5786478__5790346"
"2879","19__48830778__48830880"
"2880","19__11024553__11027453"
"2881","19__49993732__49994804"
"2882","19__49993732__49994121"
"2883","19__49994036__49994356"
"2884","19__50063191__50063949"
"2885","19__34289573__34297912"
"2886","19__17346308__17346874"
"2887","19__41086230__41089623"
"2888","19__41089304__41089623"
"2889","19__5653126__5654467"
"2890","19__3544197__3547545"
"2891","19__3546072__3547545"
"2892","19__3547270__3548265"
"2893","19__3546072__3551192"
"2894","19__3550982__3551192"
"2895","19__50983838__50986608"
"2896","19__16192723__16192856"
"2897","19__16229036__16238901"
"2898","19__1254901__1255060"
"2899","19__36253154__36255837"
"2900","19__41727785__41767671"
"2901","19__42819145__42820713"
"2902","19__44337657__44341331"
"2903","19__3963641__3963917"
"2904","19__3977213__3977345"
"2905","19__3977426__3980977"
"2906","19__3977213__3983289"
"2907","19__3983108__3983289"
"2908","19__4405909__4409756"
"2909","19__4408900__4409756"
"2910","19__4452361__4454090"
"2911","19__4555486__4555576"
"2912","19__4546228__4558501"
"2913","19__12907634__12907980"
"2914","19__12907634__12911883"
"2915","19__12907634__12912084"
"2916","19__7172301__7174742"
"2917","19__7184327__7184648"
"2918","19__58695288__58721439"
"2919","19__5727279__5729955"
"2920","19__879937__881714"
"2921","19__13034965__13039271"
"2922","19__13035453__13039271"
"2923","19__13039156__13039271"
"2924","19__13035453__13039661"
"2925","19__13039569__13039661"
"2926","19__13039156__13041563"
"2927","19__8966650__8973616"
"2928","19__8973549__8987334"
"2929","19__8987045__8987334"
"2930","19__8987210__8993545"
"2931","19__8987210__8997185"
"2932","19__9000147__9002673"
"2933","19__9005194__9012535"
"2934","19__8994142__9014704"
"2935","19__9000147__9024998"
"2936","19__9024134__9025658"
"2937","19__9001831__9026315"
"2938","19__9003293__9027281"
"2939","19__8995635__9038415"
"2940","19__9024134__9038415"
"2941","19__8982157__9050243"
"2942","19__9024134__9080555"
"2943","19__1011891__1011991"
"2944","19__1011579__1012187"
"2945","19__20026089__20027464"
"2946","19__45179543__45182208"
"2947","19__45182125__45184584"
"2948","19__58436991__58439415"
"2949","19__50298887__50309034"
"2950","19__22255611__22256366"
"2951","19__11280553__11280924"
"2952","19__9939268__9939550"
"2953","19__7584091__7585911"
"2954","19__11526613__11527733"
"2955","19__11527288__11527733"
"2956","19__10823629__10823716"
"2957","19__45206619__45211459"
"2958","19__18684103__18684213"
"2959","19__36109471__36109951"
"2960","19__36109471__36111025"
"2961","19__36293870__36297498"
"2962","19__34685383__34687668"
"2963","19__57334121__57335882"
"2964","2__75897264__75899142"
"2965","2__74649280__74652882"
"2966","2__74650982__74652882"
"2967","2__74652544__74652882"
"2968","2__242346952__242350545"
"2969","2__242346952__242352836"
"2970","2__242343243__242357524"
"2971","2__242346952__242357524"
"2972","2__242343243__242371189"
"2973","2__37259772__37296073"
"2974","2__37276796__37296073"
"2975","2__39559058__39605264"
"2976","2__178346787__178372759"
"2977","2__32323865__32370076"
"2978","2__211464096__211507389"
"2979","2__211456555__211512781"
"2980","2__211469826__211513264"
"2981","2__211507208__211540564"
"2982","2__3196185__3218019"
"2983","2__99169249__99180100"
"2984","2__99169249__99185131"
"2985","2__99160340__99193606"
"2986","2__85573098__85577364"
"2987","2__136396309__136409602"
"2988","2__136418840__136437894"
"2989","2__136432902__136437894"
"2990","2__20483104__20483247"
"2991","2__20478344__20490551"
"2992","2__20490413__20494279"
"2993","2__20490413__20497439"
"2994","2__42867313__42887002"
"2995","2__42797577__42936353"
"2996","2__42867313__42936353"
"2997","2__42886903__42936353"
"2998","2__183826887__183832089"
"2999","2__231331016__231334813"
"3000","2__240036749__240111773"
"3001","2__240048152__240111773"
"3002","2__240111529__240111773"
"3003","2__240274373__240274613"
"3004","2__47177502__47184146"
"3005","2__45640253__45647033"
"3006","2__45773871__45780869"
"3007","2__45773871__45789895"
"3008","2__54096513__54096675"
"3009","2__54024652__54024932"
"3010","2__99342702__99343030"
"3011","2__131128772__131130056"
"3012","2__122104614__122106294"
"3013","2__122144698__122216551"
"3014","2__122215263__122216551"
"3015","2__122260743__122287901"
"3016","2__122159085__122363756"
"3017","2__122208489__122363756"
"3018","2__122286253__122363756"
"3019","2__122363277__122363756"
"3020","2__234358628__234360706"
"3021","2__15735269__15735677"
"3022","2__15743316__15747437"
"3023","2__227966220__228012300"
"3024","2__135694411__135700244"
"3025","2__135703671__135705469"
"3026","2__165600197__165600385"
"3027","2__61712903__61717911"
"3028","2__61725808__61726048"
"3029","2__61749746__61753656"
"3030","2__61749746__61761038"
"3031","2__96860696__96861287"
"3032","2__21237320__21238132"
"3033","2__21227433__21245914"
"3034","2__21237320__21249836"
"3035","2__21242595__21255453"
"3036","2__21255226__21260983"
"3037","2__21227141__21265348"
"3038","2__21237945__21265348"
"3039","2__21238242__21265348"
"3040","2__21263810__21265348"
"3041","2__21257688__21266423"
"3042","2__26453060__26457223"
"3043","2__26453060__26462011"
"3044","2__27447213__27449830"
"3045","2__27445387__27463229"
"3046","2__224746659__224759056"
"3047","2__224744841__224760347"
"3048","2__55476531__55491001"
"3049","2__120684174__120692534"
"3050","2__206858445__206921667"
"3051","2__97274245__97302922"
"3052","2__74655975__74656069"
"3053","2__113243494__113278002"
"3054","2__98274406__98275940"
"3055","2__114486978__114493435"
"3056","2__114688878__114691963"
"3057","2__157367308__157414094"
"3058","2__157406120__157414094"
"3059","2__158617392__158675071"
"3060","2__159857592__159954346"
"3061","2__159922408__159954346"
"3062","2__159857592__160007067"
"3063","2__159922408__160007067"
"3064","2__159954149__160007067"
"3065","2__159992705__160007067"
"3066","2__160019794__160020057"
"3067","2__160028632__160051004"
"3068","2__165404170__165404326"
"3069","2__54753509__54753703"
"3070","2__55582715__55602019"
"3071","2__75745182__75749613"
"3072","2__211305322__211341136"
"3073","2__190315629__190316621"
"3074","2__56104881__56105000"
"3075","2__58425714__58431361"
"3076","2__58425729__58431361"
"3077","2__58425729__58459247"
"3078","2__216274657__216286966"
"3079","2__216238045__216289048"
"3080","2__216274657__216295575"
"3081","2__216274657__216298184"
"3082","2__216288869__216298184"
"3083","2__191848368__191874730"
"3084","2__61009020__61014755"
"3085","2__61456683__61459667"
"3086","2__61462980__61463524"
"3087","2__61436034__61577828"
"3088","2__61597456__61597714"
"3089","2__61566486__61647968"
"3090","2__62100137__62107529"
"3091","2__85782607__85783383"
"3092","2__63206323__63223901"
"3093","2__86071519__86075327"
"3094","2__220039710__220039830"
"3095","2__106739426__106746234"
"3096","2__106761646__106774574"
"3097","2__106739426__106780166"
"3098","2__106761646__106782539"
"3099","2__242174536__242179235"
"3100","2__242174536__242207956"
"3101","2__242079936__242080168"
"3102","2__242079936__242082489"
"3103","2__32602656__32614011"
"3104","2__32602656__32620661"
"3105","2__32617107__32620661"
"3106","2__32639837__32641231"
"3107","2__32654214__32679010"
"3108","2__32689577__32694682"
"3109","2__32602656__32702651"
"3110","2__32690133__32702651"
"3111","2__32703703__32704685"
"3112","2__32631567__32706521"
"3113","2__32703703__32706521"
"3114","2__32703703__32713781"
"3115","2__32712714__32713781"
"3116","2__32660564__32716625"
"3117","2__32703703__32718734"
"3118","2__32716492__32718734"
"3119","2__32602656__32728303"
"3120","2__32670589__32730272"
"3121","2__32678876__32730272"
"3122","2__32695236__32730272"
"3123","2__32706388__32730272"
"3124","2__32703703__32733326"
"3125","2__32703703__32735701"
"3126","2__32655933__32744013"
"3127","2__32703703__32744013"
"3128","2__32726780__32744013"
"3129","2__32602656__32750086"
"3130","2__32664576__32756618"
"3131","2__32688262__32756618"
"3132","2__32690133__32756618"
"3133","2__32703703__32768608"
"3134","2__32602656__32820211"
"3135","2__32703703__32828150"
"3136","2__32703703__32832710"
"3137","2__32631567__32836649"
"3138","2__32689577__32836649"
"3139","2__10799298__10808849"
"3140","2__131883326__131897848"
"3141","2__131890475__131897848"
"3142","2__171807838__171813069"
"3143","2__171811160__171813069"
"3144","2__171811160__171819456"
"3145","2__37078143__37078250"
"3146","2__135870721__135884226"
"3147","2__135883751__135884226"
"3148","2__38976671__38977336"
"3149","2__148730308__148733544"
"3150","2__175962172__176015886"
"3151","2__43625110__43625278"
"3152","2__70486492__70488518"
"3153","2__223478530__223489494"
"3154","2__200245087__200246543"
"3155","2__9572640__9582105"
"3156","2__27883851__27884255"
"3157","2__25461999__25462084"
"3158","2__27256935__27258920"
"3159","2__27259945__27260046"
"3160","2__27256935__27262032"
"3161","2__64778577__64780543"
"3162","2__144966170__144969146"
"3163","2__148653870__148657467"
"3164","2__223773451__223787549"
"3165","2__223773451__223799405"
"3166","2__219299249__219303449"
"3167","2__219204506__219206867"
"3168","2__178562060__178565939"
"3169","2__190617575__190618790"
"3170","2__172782047__172809519"
"3171","2__172821859__172823470"
"3172","2__240929491__240946787"
"3173","2__240929491__240951113"
"3174","2__240951034__240954277"
"3175","2__240929491__240960829"
"3176","2__86354284__86355114"
"3177","2__86352118__86360379"
"3178","2__86359441__86360559"
"3179","2__239079043__239082294"
"3180","2__239090706__239093928"
"3181","2__239184384__239186596"
"3182","2__8910800__8917022"
"3183","2__11943033__11944697"
"3184","2__11943033__11945282"
"3185","2__73471672__73477566"
"3186","2__219602302__219605307"
"3187","2__219374702__219374863"
"3188","2__219143761__219144076"
"3189","2__100019107__100081447"
"3190","2__100022372__100081447"
"3191","2__100055063__100081447"
"3192","2__100078958__100081447"
"3193","2__97818241__97820478"
"3194","2__97817616__97833504"
"3195","2__131688525__131704208"
"3196","2__128747138__128747440"
"3197","2__128747138__128767967"
"3198","2__26587170__26587808"
"3199","2__26587170__26596497"
"3200","2__26587170__26598016"
"3201","2__26587170__26606215"
"3202","2__26486248__26500028"
"3203","2__44428325__44436466"
"3204","2__55785911__55800913"
"3205","2__27424856__27425748"
"3206","2__27426101__27426735"
"3207","2__44055122__44059222"
"3208","2__48065998__48066908"
"3209","2__27438189__27438621"
"3210","2__44187680__44202356"
"3211","2__44200746__44202356"
"3212","2__44170826__44204191"
"3213","2__25674417__25678363"
"3214","2__201462120__201499638"
"3215","2__201462120__201501767"
"3216","2__201462120__201521660"
"3217","2__201462120__201526354"
"3218","2__216177221__216184454"
"3219","2__216191545__216203630"
"3220","2__217329320__217340174"
"3221","2__215617171__215634036"
"3222","2__215617171__215657169"
"3223","2__215645284__215657169"
"3224","2__215657021__215657169"
"3225","2__191523884__191537878"
"3226","2__170460152__170471234"
"3227","2__170393737__170413807"
"3228","2__174987908__175006728"
"3229","2__187466748__187466878"
"3230","2__187466748__187501836"
"3231","2__187466748__187511604"
"3232","2__9083316__9098771"
"3233","2__9098626__9098771"
"3234","2__38818672__38818790"
"3235","2__42483641__42531691"
"3236","2__42522265__42531691"
"3237","2__63660879__63667005"
"3238","2__25972565__25994409"
"3239","2__96944547__96949451"
"3240","2__96940995__96952222"
"3241","2__96954965__96967454"
"3242","2__95766219__95767468"
"3243","2__73195577__73285725"
"3244","2__74746167__74747161"
"3245","2__114390492__114392707"
"3246","2__136505837__136519481"
"3247","2__159389692__159459616"
"3248","2__159459582__159477933"
"3249","2__159488265__159497271"
"3250","2__198360018__198360100"
"3251","2__203949186__203972911"
"3252","2__214174783__214215369"
"3253","2__227729320__227732034"
"3254","2__227729320__227779067"
"3255","2__227731902__227779067"
"3256","2__241439869__241452359"
"3257","2__241492331__241494472"
"3258","2__232894689__232952431"
"3259","2__219447694__219449444"
"3260","2__242142748__242162691"
"3261","2__36668401__36668643"
"3262","2__36668401__36691798"
"3263","2__36691677__36691798"
"3264","2__36691677__36706837"
"3265","2__36704032__36706837"
"3266","2__36706640__36706837"
"3267","2__36704032__36726490"
"3268","2__36739416__36740908"
"3269","2__36669758__36744685"
"3270","2__36744470__36744685"
"3271","2__36623757__36749456"
"3272","2__36668401__36749456"
"3273","2__36691677__36749456"
"3274","2__36740699__36749456"
"3275","2__36744470__36749456"
"3276","2__36623757__36771641"
"3277","2__46819614__46842324"
"3278","2__190571664__190597955"
"3279","2__9419446__9499018"
"3280","2__9484661__9499018"
"3281","2__9498885__9499018"
"3282","2__9490937__9508648"
"3283","2__9675963__9683414"
"3284","2__15415608__15417225"
"3285","2__15514732__15557836"
"3286","2__15601325__15618413"
"3287","2__15679347__15679480"
"3288","2__15693550__15698758"
"3289","2__224640618__224642586"
"3290","2__173423436__173427019"
"3291","2__173433469__173457776"
"3292","2__32399132__32400430"
"3293","2__32402546__32409407"
"3294","2__32431955__32434630"
"3295","2__112566524__112605442"
"3296","2__112561025__112620175"
"3297","2__112619966__112630985"
"3298","2__112702537__112705144"
"3299","2__112821739__112838695"
"3300","2__230659895__230662547"
"3301","2__230659895__230664099"
"3302","2__230659895__230679910"
"3303","2__230657689__230683228"
"3304","2__230659895__230744844"
"3305","2__230675852__230744844"
"3306","2__230683080__230744844"
"3307","2__153399253__153475672"
"3308","2__236706403__236715975"
"3309","2__101879001__101879153"
"3310","2__220073148__220073208"
"3311","2__220073294__220073771"
"3312","2__61233692__61236150"
"3313","2__61295984__61348411"
"3314","2__183993015__183995273"
"3315","2__10282382__10282502"
"3316","2__128047265__128047400"
"3317","2__39064973__39081320"
"3318","2__208589524__208607066"
"3319","2__219114087__219114644"
"3320","2__180837920__180838529"
"3321","2__84668171__84676876"
"3322","2__242644068__242648797"
"3323","2__242607558__242607636"
"3324","2__242606060__242608100"
"3325","2__242607955__242608100"
"3326","2__242606060__242610820"
"3327","2__141113911__142567970"
"3328","2__141259256__142567970"
"3329","2__141641386__142567970"
"3330","2__85828144__85828230"
"3331","2__101521195__101554304"
"3332","2__101584743__101587536"
"3333","2__101587452__101587536"
"3334","2__48555700__48589846"
"3335","2__88885359__88890570"
"3336","2__169404106__169574488"
"3337","2__174819601__174820960"
"3338","2__231925981__231951895"
"3339","2__231944855__231951895"
"3340","2__232010954__232011070"
"3341","2__228356263__228389631"
"3342","2__228356263__228395926"
"3343","2__228389478__228401420"
"3344","2__228356263__228401709"
"3345","2__228384664__228401709"
"3346","2__228398265__228401709"
"3347","2__228401617__228401709"
"3348","2__133618065__133626547"
"3349","2__242541311__242545888"
"3350","2__153591508__153591640"
"3351","2__208841375__208842310"
"3352","2__242680448__242681989"
"3353","2__238933983__238940895"
"3354","2__110303627__110350696"
"3355","2__110310664__110350696"
"3356","2__191379179__191383909"
"3357","2__11696580__11720958"
"3358","2__196571340__196583056"
"3359","2__196581361__196583056"
"3360","2__196582976__196583056"
"3361","2__27858007__27858101"
"3362","2__233681581__233681742"
"3363","2__207161970__207162097"
"3364","2__203329532__203332412"
"3365","2__203378442__203379702"
"3366","2__149240679__149243519"
"3367","2__101643845__101646238"
"3368","2__101643845__101650220"
"3369","2__101666863__101676001"
"3370","2__29004604__29006844"
"3371","2__201741642__201747158"
"3372","20__52780991__52788209"
"3373","20__50234029__50235582"
"3374","20__50255882__50307358"
"3375","20__50305603__50307358"
"3376","20__50290692__50342471"
"3377","20__45008892__45012133"
"3378","20__32194762__32199141"
"3379","20__32210921__32212823"
"3380","20__32207323__32228337"
"3381","20__33000321__33001685"
"3382","20__33065577__33067594"
"3383","20__33057853__33069011"
"3384","20__31601616__31604908"
"3385","20__31601616__31606628"
"3386","20__31603242__31606628"
"3387","20__31600609__31607556"
"3388","20__31601616__31607556"
"3389","20__31606065__31607556"
"3390","20__31606443__31607556"
"3391","20__31607386__31607556"
"3392","20__31604848__31608393"
"3393","20__31607386__31608393"
"3394","20__35675456__35684059"
"3395","20__35127991__35154409"
"3396","20__57484576__57484859"
"3397","20__31376660__31380576"
"3398","20__5990421__5996136"
"3399","20__6011931__6012016"
"3400","20__3527931__3529985"
"3401","20__1352720__1356247"
"3402","20__3835205__3838456"
"3403","20__21306917__21349228"
"3404","20__21319682__21349228"
"3405","20__21335427__21349228"
"3406","20__17930776__17934761"
"3407","20__17928130__17937681"
"3408","20__17933231__17937681"
"3409","20__17936009__17937681"
"3410","20__4864288__4865469"
"3411","20__4880201__4883204"
"3412","20__5086834__5090091"
"3413","20__16385458__16387101"
"3414","20__44569692__44569846"
"3415","20__33592261__33592373"
"3416","20__33591213__33594378"
"3417","20__33596467__33598091"
"3418","20__33597990__33603942"
"3419","20__33597990__33609159"
"3420","20__33603811__33609159"
"3421","20__33600811__33637797"
"3422","20__33597990__33642834"
"3423","20__33632308__33645374"
"3424","20__25288602__25290211"
"3425","20__25300835__25319987"
"3426","20__45865070__45865260"
"3427","20__45878031__45891172"
"3428","20__45878031__45912392"
"3429","20__45910846__45938948"
"3430","20__42242490__42252685"
"3431","20__42331130__42333998"
"3432","20__50133323__50140649"
"3433","20__43541301__43541494"
"3434","20__43547547__43547918"
"3435","20__55929088__55943868"
"3436","20__62559688__62562375"
"3437","20__57566367__57568167"
"3438","20__57569165__57569294"
"3439","20__57569165__57570188"
"3440","20__60712420__60716000"
"3441","20__60713227__60716000"
"3442","20__60714837__60716000"
"3443","20__61292416__61296440"
"3444","20__61299829__61300430"
"3445","20__61485368__61490878"
"3446","20__61488747__61490878"
"3447","20__61485368__61491660"
"3448","20__61522312__61545758"
"3449","20__61537239__61545758"
"3450","20__61594936__61597932"
"3451","20__472898__489304"
"3452","20__489095__489304"
"3453","20__5170381__5170484"
"3454","20__30115287__30126064"
"3455","20__30132750__30149539"
"3456","20__30147414__30149539"
"3457","20__18505579__18505664"
"3458","20__18505579__18511447"
"3459","20__18523663__18531819"
"3460","20__30732894__30734658"
"3461","20__30746254__30749168"
"3462","20__10623136__10632342"
"3463","20__10632779__10633246"
"3464","20__32878537__32879337"
"3465","20__32881887__32881962"
"3466","20__33162908__33173384"
"3467","20__33173241__33203943"
"3468","20__33222419__33232030"
"3469","20__35812583__35812776"
"3470","20__35826800__35827628"
"3471","20__35812583__35838568"
"3472","20__35812583__35852372"
"3473","20__35835676__35862498"
"3474","20__35860699__35862498"
"3475","20__35835676__35865112"
"3476","20__47244399__47282893"
"3477","20__47361562__47361684"
"3478","20__43959006__43959204"
"3479","20__46262792__46271128"
"3480","20__56993267__57016139"
"3481","20__57014001__57016139"
"3482","20__40141485__40162209"
"3483","20__39792721__39800929"
"3484","20__47567860__47569421"
"3485","20__47585684__47626941"
"3486","20__47614730__47626941"
"3487","20__47567860__47630231"
"3488","20__47582409__47630497"
"3489","20__47683727__47686834"
"3490","20__47700563__47700699"
"3491","20__47752370__47770608"
"3492","20__47782534__47782822"
"3493","20__48565785__48565892"
"3494","20__56136428__56137308"
"3495","20__56137127__56137308"
"3496","20__23370583__23383709"
"3497","20__7964441__7982188"
"3498","20__2083414__2098061"
"3499","20__17602500__17660720"
"3500","20__32244893__32247356"
"3501","20__32659872__32665051"
"3502","20__34082351__34086545"
"3503","20__62421174__62422143"
"3504","20__62192703__62193556"
"3505","20__60885721__60888306"
"3506","20__60888144__60888516"
"3507","20__60890084__60890263"
"3508","20__60898512__60903501"
"3509","20__60908620__60909398"
"3510","20__60903297__60911501"
"3511","20__60887944__60922084"
"3512","20__60901733__60927416"
"3513","20__60927298__60927416"
"3514","20__60921969__60937608"
"3515","20__34832619__34832848"
"3516","20__33439034__33442726"
"3517","20__33444609__33447845"
"3518","20__5099415__5099512"
"3519","20__5100224__5100560"
"3520","20__19970650__19977486"
"3521","20__55967710__55967833"
"3522","20__43135468__43142681"
"3523","20__10536879__10602062"
"3524","20__31315700__31315949"
"3525","20__35438385__35441247"
"3526","20__35457457__35467844"
"3527","20__60699673__60706562"
"3528","20__30309458__30310151"
"3529","20__8637831__8678430"
"3530","20__60737808__60738678"
"3531","20__46365447__46365686"
"3532","20__43248163__43257810"
"3533","20__31040687__31041564"
"3534","20__48471975__48472118"
"3535","20__44596133__44597001"
"3536","20__62577806__62577996"
"3537","20__36775119__36790001"
"3538","20__34218361__34218956"
"3539","20__2843711__2845300"
"3540","21__43274675__43277438"
"3541","21__43230510__43280481"
"3542","21__27326904__27328069"
"3543","21__27372330__27425664"
"3544","21__27423316__27425664"
"3545","21__27462259__27484463"
"3546","21__33691527__33723231"
"3547","21__33711016__33750850"
"3548","21__33740712__33750850"
"3549","21__17138316__17138460"
"3550","21__30693542__30693835"
"3551","21__30693542__30702014"
"3552","21__33057362__33064762"
"3553","21__33057362__33068534"
"3554","21__33057362__33069063"
"3555","21__38844986__38845182"
"3556","21__38865319__38878526"
"3557","21__40184927__40186905"
"3558","21__43334707__43342194"
"3559","21__34011218__34012089"
"3560","21__34793787__34805178"
"3561","21__34951656__34955972"
"3562","21__37781672__37783902"
"3563","21__38103346__38103452"
"3564","21__38302551__38311294"
"3565","21__43796650__43802343"
"3566","21__44279772__44283706"
"3567","21__45033711__45033828"
"3568","21__45104434__45110321"
"3569","21__45153950__45163688"
"3570","21__45153950__45168961"
"3571","21__45165960__45168961"
"3572","21__45153950__45173600"
"3573","21__45215070__45220762"
"3574","21__45379515__45387996"
"3575","21__45379515__45391371"
"3576","21__45472161__45483666"
"3577","21__45494205__45503183"
"3578","21__45472161__45504144"
"3579","21__45651163__45655445"
"3580","21__46363599__46393180"
"3581","21__47641768__47642652"
"3582","21__47674690__47700489"
"3583","21__47722399__47737182"
"3584","21__47722399__47738134"
"3585","21__47783395__47787054"
"3586","21__47983771__47985800"
"3587","21__33825620__33830028"
"3588","21__33825620__33840156"
"3589","21__46957685__46957922"
"3590","21__16386665__16386787"
"3591","21__42609440__42629253"
"3592","21__40600426__40601362"
"3593","21__40648099__40685027"
"3594","21__11047481__11049621"
"3595","21__46595645__46600359"
"3596","21__46591525__46605006"
"3597","21__46600245__46605006"
"3598","21__46591525__46624651"
"3599","21__46604838__46624651"
"3600","21__35091102__35107509"
"3601","22__50956402__50961149"
"3602","22__47188417__47193517"
"3603","22__47287162__47308084"
"3604","22__47188417__47433094"
"3605","22__17621949__17630635"
"3606","22__19044499__19077003"
"3607","22__19055613__19077003"
"3608","22__19076881__19077003"
"3609","22__46780440__46785396"
"3610","22__46786289__46787713"
"3611","22__46782299__46792643"
"3612","22__46790039__46835308"
"3613","22__45939281__45943084"
"3614","22__45958792__45959242"
"3615","22__51214200__51220779"
"3616","22__45574119__45574781"
"3617","22__19964229__19969614"
"3618","22__20940015__20940113"
"3619","22__21376965__21377907"
"3620","22__18138428__18185152"
"3621","22__18165980__18185152"
"3622","22__18178907__18185152"
"3623","22__24509533__24530382"
"3624","22__24451336__24574596"
"3625","22__30795632__30803592"
"3626","22__22024202__22029404"
"3627","22__22026619__22029404"
"3628","22__22123484__22143097"
"3629","22__22127162__22162135"
"3630","22__22142546__22162135"
"3631","22__22153301__22162135"
"3632","22__22160139__22162135"
"3633","22__26081137__26086250"
"3634","22__38083917__38084999"
"3635","22__38208894__38209616"
"3636","22__38259279__38272018"
"3637","22__38273681__38282852"
"3638","22__42204879__42206295"
"3639","22__42205883__42206295"
"3640","22__42204879__42209449"
"3641","22__32154532__32161046"
"3642","22__32229901__32234831"
"3643","22__32239081__32239798"
"3644","22__29025540__29025818"
"3645","22__42339614__42342009"
"3646","22__32874968__32881196"
"3647","22__32875120__32881196"
"3648","22__32874968__32889268"
"3649","22__39112657__39113005"
"3650","22__42995704__42995799"
"3651","22__50832322__50832564"
"3652","22__50886662__50905877"
"3653","22__50886972__50905877"
"3654","22__50893445__50905877"
"3655","22__50897684__50905877"
"3656","22__50898701__50905877"
"3657","22__50900376__50905877"
"3658","22__50901299__50905877"
"3659","22__43272143__43272339"
"3660","22__43272143__43308163"
"3661","22__29913018__29913355"
"3662","22__30150738__30150852"
"3663","22__36155935__36157515"
"3664","22__36205827__36334945"
"3665","22__30209419__30210756"
"3666","22__30218324__30228331"
"3667","22__30366965__30375041"
"3668","22__30374431__30375041"
"3669","22__30374431__30387659"
"3670","22__30384469__30387659"
"3671","22__30384469__30404021"
"3672","22__36681167__36689527"
"3673","22__36705327__36715680"
"3674","22__36714252__36717866"
"3675","22__36737415__36737571"
"3676","22__36872780__36872903"
"3677","22__36908507__36915584"
"3678","22__36914810__36915584"
"3679","22__36914810__36919328"
"3680","22__40513059__40658177"
"3681","22__40804937__40805022"
"3682","22__45683053__45683332"
"3683","22__45719056__45719308"
"3684","22__41349559__41363888"
"3685","22__41664101__41677086"
"3686","22__41734317__41752480"
"3687","22__46749664__46751485"
"3688","22__41974810__41980062"
"3689","22__42003266__42003335"
"3690","22__38493039__38493185"
"3691","22__46096162__46098727"
"3692","22__46085592__46125470"
"3693","22__46085592__46136418"
"3694","22__46125305__46136418"
"3695","22__33679188__33828251"
"3696","22__50631456__50636615"
"3697","22__28269726__28293880"
"3698","22__31661932__31664186"
"3699","22__29668205__29669853"
"3700","22__29669730__29693939"
"3701","22__29439287__29442871"
"3702","22__29490246__29521404"
"3703","22__31837760__31843554"
"3704","22__39001259__39035729"
"3705","22__33260902__33265112"
"3706","22__23615268__23655208"
"3707","22__37480767__37480879"
"3708","22__50693626__50695622"
"3709","22__50695364__50699725"
"3710","22__44489808__44543802"
"3711","22__31976258__32007826"
"3712","22__36006931__36007153"
"3713","22__38641941__38644025"
"3714","22__42300867__42300978"
"3715","22__42458831__42463294"
"3716","22__38689261__38710174"
"3717","22__38694791__38710174"
"3718","22__40745836__40750331"
"3719","22__40749077__40750331"
"3720","22__21083920__21087386"
"3721","22__43236950__43243638"
"3722","22__18347665__18354789"
"3723","22__18382214__18383763"
"3724","22__24108021__24108462"
"3725","22__24108021__24109780"
"3726","3__50145503__50145580"
"3727","3__50144200__50145737"
"3728","3__50145503__50145737"
"3729","3__50145503__50147121"
"3730","3__50102464__50103935"
"3731","3__52446827__52448603"
"3732","3__45561711__45565600"
"3733","3__130649260__130660543"
"3734","3__27453133__27493989"
"3735","3__100013931__100018175"
"3736","3__47963255__47963368"
"3737","3__98530038__98530163"
"3738","3__98600384__98600611"
"3739","3__179399666__179426745"
"3740","3__179408029__179426745"
"3741","3__179424722__179426745"
"3742","3__179472520__179474866"
"3743","3__179447977__179499611"
"3744","3__127774359__127775683"
"3745","3__127778945__127779504"
"3746","3__127785797__127785994"
"3747","3__195605124__195615477"
"3748","3__122808015__122811289"
"3749","3__48726971__48728915"
"3750","3__8932073__8955404"
"3751","3__195785155__195794528"
"3752","3__195776155__195795001"
"3753","3__195794903__195802231"
"3754","3__195800801__195802231"
"3755","3__195780289__195803993"
"3756","3__127413818__127414033"
"3757","3__127429419__127441409"
"3758","3__171944661__171969331"
"3759","3__171965323__171969331"
"3760","3__171944661__172028671"
"3761","3__172003716__172028671"
"3762","3__171969050__172070873"
"3763","3__171830242__172098883"
"3764","3__196793575__196846401"
"3765","3__196812451__196846401"
"3766","3__196817783__196846401"
"3767","3__196831774__196846401"
"3768","3__196842798__196846401"
"3769","3__196888511__196921460"
"3770","3__197009550__197009716"
"3771","3__128525215__128526514"
"3772","3__182788787__182789145"
"3773","3__182804481__182810333"
"3774","3__119562102__119562200"
"3775","3__119562102__119624699"
"3776","3__119582266__119624699"
"3777","3__119585437__119624699"
"3778","3__119624602__119721086"
"3779","3__124515235__124592378"
"3780","3__149563798__149563927"
"3781","3__149563798__149589941"
"3782","3__149563798__149613347"
"3783","3__149563798__149629870"
"3784","3__149589816__149629870"
"3785","3__149589816__149639014"
"3786","3__149613260__149639014"
"3787","3__168838844__168838997"
"3788","3__37162983__37163182"
"3789","3__37162983__37190529"
"3790","3__42597422__42599188"
"3791","3__38408299__38414227"
"3792","3__38401830__38438650"
"3793","3__184922204__184953250"
"3794","3__120351994__120357428"
"3795","3__120357302__120357428"
"3796","3__120357302__120360540"
"3797","3__120365114__120366758"
"3798","3__120357302__120369712"
"3799","3__9792629__9796569"
"3800","3__135974698__136019953"
"3801","3__137928659__137942575"
